sample_id,stratum,L,k1,pc,record_excerpt,detected_blocks,gold_blocks_A,gold_blocks_B,adjudicated_blocks,false_positive_blocks,false_negative_blocks,notes
G5-099,crossref_phw,52465,kumudinIpati,"292,3","<L>52465<pc>292,3<k1>kumudinIpati<k2>kumudinI—pati<e>3 <s>kumudinI—pati</s> ¦ <lex>m.</lex> <ab>id.</ab>, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F16;F17,F01;F02;F04;F10;F12;F13;F16;F17,F01;F02;F04;F10;F13;F16;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-100,hedge_ls,64245.2,galagaRqa,"350,3","<L>64245.2<pc>350,3<k1>galagaRqa<k2>gala—gaRqa<e>3B ¦ = <s>gaRqa-mAlA</s>, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F17,F01;F10;F12;F13;F17,F01;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-101,hedge_ls,19274,avyaTa,"111,3","<L>19274<pc>111,3<k1>avyaTa<k2>a-vyaTa<e>1B <s>a-vyaTa</s> ¦ <lex>m.</lex> a snake, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F17,F01;F02;F04;F10;F12;F13;F17,F01;F02;F04;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-102,continuation,155585,madanotsavA,"778,3","<L>155585<pc>778,3<k1>madanotsavA<k2>madanotsavA<e>3B <s>madano<srs/>tsavA</s> ¦ <lex>f.</lex> a courtezan of <s1>Svarga</s1>, <ls>L.</ls><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F13;F15;F17,F01;F02;F04;F10;F12;F13;F15;F17,F01;F02;F04;F10;F13;F15;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-103,root_verbal,240371,sahArTIBU,"1194,3","<L>240371<pc>1194,3<k1>sahArTIBU<k2>sahArTI-BU<e>4 <s>sahA<srs/>˚rTI-√ BU</s> ¦ <ab>P.</ab> <s>-Bavati</s>, to accompany, attend (<s>˚rTI-BAva</s> <lex type=""phw"">m.</lex> ‘companionship, community’), <ls>Pat.</ls> on...",,F01;F02;F04;F05;F06;F10;F12;F16;F17,F01;F02;F04;F05;F06;F08;F10;F12;F17,F01;F02;F04;F05;F06;F08;F10;F12;F17,,,"F08=yes [->B] -Bavati: additional <s> span(s) are genuine inflected/conjugated forms of the headword | F16=no [->B] (0rTI-BAva <lex type=""phw"">) inline (-X <lex type=""phw"">) is a sub-headword display, not a cross-reference; the phw graph attr is F17"
G5-104,hedge_ls,217388,Sili,"1073,2","<L>217388<pc>1073,2<k1>Sili<k2>Sili<e>2 <s>Sili</s> ¦ <lex>m.</lex> <bot>Betula Bhojpatra</bot>, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F14;F17,F01;F02;F04;F10;F12;F13;F14;F17,F01;F02;F04;F10;F13;F14;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-105,random_residual,122887,pArTa,"621,3","<L>122887<pc>621,3<k1>pArTa<k2>pArTa<h>4<e>1 <hom>4.</hom> <s>pArTa</s> or <s>pArTona</s> ¦ <lex>m.</lex> (in <ab>astron.</ab>) = <gk>παρθένος</gk> as (the Virgo of the zodiac). <info lex=""m""/> <LEND>",,F01;F02;F03;F04;F07;F08;F10;F17,F01;F02;F03;F04;F07;F08;F10;F17,F01;F02;F03;F04;F07;F08;F10;F17,,,
G5-106,kernel_common,144038,bahulIBAva,"726,2","<L>144038<pc>726,2<k1>bahulIBAva<k2>bahulI—BAva<e>3 <s>bahulI—BAva</s> ¦ <lex>m.</lex> the becoming wide-spread, public, general notoriety, <ls>Kathās.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-107,kernel_common,29870.1,ISAnahata,"1321,1","<L>29870.1<pc>1321,1<k1>ISAnahata<k2>ISAna—hata<e>3 <s>ISAna—hata</s> ¦ <lex>mfn.</lex> killed by fever (= <s>jvara-hata</s>), <ls>Kauś.</ls> (<ab>Sch.</ab>).<info n=""sup""/><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-108,kernel_common,242364,sAmantakena,"1205,3","<L>242364<pc>1205,3<k1>sAmantakena<k2>sAmantakena<e>2 <s>sAmantakena</s> ¦ <lex>ind.</lex> in the neighbourhood, <ls>Kāraṇḍ.</ls><info lex=""ind""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-109,kernel_common,198756,vimAnasTa,"980,1","<L>198756<pc>980,1<k1>vimAnasTa<k2>vi-mAna—sTa<e>3 <s>vi-mAna—sTa</s> ¦ <lex>mfn.</lex> standing on a <ab n=""celestial"">cel˚</ab> car, <ls>MW.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-110,crossref_phw,126517.1,puruzamAninitva,"637,2","<L>126517.1<pc>637,2<k1>puruzamAninitva<k2>puruza—mAnini/-tva<e>4 <s>puruza—mAnini/-tva</s> ¦ <lex>n.</lex><info phwparent=""126517,puruzamAnin""/><info lex=""n""/> <LEND>",,F01;F02;F04;F10;F16;F17,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,,,F16=no [->B] only <info phwparent/phwchild=> machine relation present -> F17 per reviewer rule 3; no textual cross-ref marker (q.v./cf./id./See)
G5-111,correction_edge,180503,lakzmaRasena,"892,2","<L>180503<pc>892,2<k1>lakzmaRasena<k2>lakzmaRa—sena<e>3 <s>lakzmaRa—sena</s> ¦ <lex>m.</lex> <chg type=""chg"" n=""1"" src=""mw""><old>N. of various men (esp. of a son of Ballāla-sena, who gave his name to an Era which comm...",,F01;F02;F04;F10;F15;F17;F18,F01;F02;F04;F10;F15;F17;F18,F01;F02;F04;F10;F15;F17;F18,,,
G5-112,hedge_ls,170876,yaSaHpawaha,"848,2","<L>170876<pc>848,2<k1>yaSaHpawaha<k2>yaSaH—pawaha<e>3 <s>yaSaH—pawaha</s> ¦ <lex>m.</lex> a drum, double drum, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F17,F01;F02;F04;F10;F12;F13;F17,F01;F02;F04;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-113,correction_edge,120799,pAtra,"612,3","<L>120799<pc>612,3<k1>pAtra<k2>pA/tra<h>1<e>2 <hom>1.</hom> <s>pA/tra</s> ¦ <lex>n.</lex> (<ab>ifc.</ab> <lex type=""hwifc"">f(<s>A</s>). </lex>) a drinking-vessel, goblet, bowl, cup, dish, pot, plate, utensil &c., any ...",,F01;F02;F03;F04;F10;F12;F17,F01;F02;F03;F04;F08;F10;F12;F17,F01;F02;F03;F04;F08;F10;F12;F17,,,F08=yes [->B] (ifc. f(A).): feminine-stem <s> display inside <lex> (mf(I/A)n. / ifc. f(A).) is genuine inflectional-form info of the headword
G5-114,root_verbal,8740,anvaBizic,"46,1","<L>8740<pc>46,1<k1>anvaBizic<k2>anv-aBi-zic<e>1 <s>anv-aBi-zic</s> ¦ (√ <s>sic</s>) <ab>Ā.</ab> <s>-siYcate</s> to have one's self anointed by another (with <ab>acc.</ab>), <ls>MBh. xii, 2803</ls> (both editions).<inf...",,F01;F02;F05;F06;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,,,F08=yes [->B] -siYcate: additional <s> span(s) are genuine inflected/conjugated forms of the headword
G5-115,kernel_common,158284,marusTalI,"790,2","<L>158284<pc>790,2<k1>marusTalI<k2>maru—sTalI<e>3 <s>maru—sTa˚lI</s> ¦ <lex>f.</lex> a desert spot, wilderness, <ls>Kāv.</ls>; <ls>Kathās.</ls>; <ls>Hit.</ls><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-116,continuation,235936,sampA,"1171,2","<L>235936<pc>1171,2<k1>sampA<k2>sampA<e>1B <s>sampA</s> ¦ (<s>A</s>), <lex>f.</lex> = <s>SampA</s>, lightning (for <s>sam-pA</s> See <pcol>p. 1172, col. 3</pcol>). <info lex=""f""/><info hui=""a""/> <LEND>",,F01;F02;F04;F10;F16;F17,F01;F02;F04;F08;F10;F16;F17,F01;F02;F04;F08;F10;F16;F17,,,F08=yes [->B] (<s>A</s>) feminine-stem <s> display inside <lex> (mf(I/A)n. / ifc. f(A).) is genuine inflectional-form info of the headword
G5-117,kernel_common,148854,BartrISvara,"748,1","<L>148854<pc>748,1<k1>BartrISvara<k2>BartrISvara<e>3 <s>BartrISvara</s> ¦ (<s>˚tf</s> + <s>ISv˚</s>) <lex>m.</lex> <ab>N.</ab> of an author, <ls>Gaṇar.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-118,root_verbal,135930,pramI,"686,2","<L>135930<pc>686,2<k1>pramI<k2>pra-mI<e>1 <s>pra-√ mI</s> ¦ <ab>P.</ab> <s>-minAti</s> (<s>-mIRAti</s>, <ls>Pāṇ. viii, 4, 15</ls>; <s>-miRoti</s>, <ls>BhP.</ls>; <lang>Ved.</lang> <ab>inf.</ab> <s>-mi/yam</s>, <s>-mi/...",,F01;F02;F05;F06;F07;F08;F09;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,,,"F07=no [->B] <lang>Ved.</lang> is a register label on Vedic forms, not IE-cognate content (no <etym>/<gk>) | F09=no [->B] 'cf. below' is a cross-pointer; the parenthetical is a form inventory, not editorial prose"
G5-119,kernel_common,181712,lalItikA,"898,1","<L>181712<pc>898,1<k1>lalItikA<k2>lalItikA<e>2 <s>lalItikA</s> ¦ <lex>f.</lex> <ab>N.</ab> of a place of pilgrimage, <ls>MBh.</ls><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-120,root_verbal,29442,izaRya,"168,3","<L>29442<pc>168,3<k1>izaRya<k2>izaRya<e>2 <s>izaRya</s> ¦ <ab>Nom.</ab> <ab>P.</ab> <s>izaRyati</s> (<ab>p.</ab> <s>izaRya/t</s>, <ls>RV. iii, 61, 7</ls>) to cause to make haste, excite, drive, <ls>RV.</ls><info verb=...",,F01;F02;F05;F10;F12;F17,F01;F02;F05;F08;F10;F12;F17,F01;F02;F05;F08;F10;F12;F17,,,F08=yes [->B] izaRyati + participle izaRya/t: additional <s> span(s) are genuine inflected/conjugated forms of the headword
G5-121,kernel_common,121853,pATojinI,"617,1","<L>121853<pc>617,1<k1>pATojinI<k2>pATo—jinI<e>4 <s>pATo—˚jinI</s> ¦ <lex>f.</lex> the <ab n=""lotus"">l˚</ab>-plant, <ls>Prasannar.</ls><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-122,correction_edge,5664,anAvftta,"28,3","<L>5664<pc>28,3<k1>anAvftta<k2>a/n-Avftta<e>2 <s>a/n-Avftta</s> ¦ <lex>mfn.</lex> not turned about or round<info n=""rev"" pc=""1311,2""/><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,,,
G5-123,continuation,50776,kIrRa,"285,1","<L>50776<pc>285,1<k1>kIrRa<k2>kIrRa<e>1A ¦ filled with, full of (<ab>instr.</ab>), <ls>ib.</ls><info lex=""inh""/> <LEND>",,F01;F10;F12;F17,F01;F10;F12;F17,F01;F10;F12;F17,,,
G5-124,random_residual,19833,aSrumuKa,"114,3","<L>19833<pc>114,3<k1>aSrumuKa<k2>aSru—muKa/<e>3 <s>aSru—muKa/</s> ¦ <lex>mf(<s>I/</s>)n.</lex> having tears on the face, <ls>AV. xi, 9, 7</ls>; <ls>R.</ls>; <ls>Vikr.</ls><info lex=""m:f#I:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,,,F08=yes [->B] mf(<s>I/</s>)n. (accented): feminine-stem <s> display inside <lex> (mf(I/A)n. / ifc. f(A).) is genuine inflectional-form info of the headword
G5-125,hedge_ls,252820,somanandin,"1250,1","<L>252820<pc>1250,1<k1>somanandin<k2>soma—nandin<e>3 <s>soma—nandin</s> ¦ <lex>m.</lex> <ab>N.</ab> of one of <s1>Śiva</s1>'s attendants, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F15;F17,F01;F02;F04;F10;F12;F13;F15;F17,F01;F02;F04;F10;F13;F15;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-126,crossref_phw,94243,duryoDana,"486,3","<L>94243<pc>486,3<k1>duryoDana<k2>dur—yoDana<e>3 <s>dur—yoDana</s> ¦ <lex>mfn.</lex> <ab>id.</ab> (<s>-tA</s> <lex type=""phw"">f.</lex>, <ls>MBh. iv, 2103</ls>)<info phwchild=""94245.1""/><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F10;F12;F16;F17,,,
G5-127,hedge_ls,47786,kAntAra,"271,1","<L>47786<pc>271,1<k1>kAntAra<k2>kAntAra<e>1A ¦ a hole, cavity, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F17,F01;F10;F12;F13;F17,F01;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-128,kernel_common,124176,pitrarjita,"627,1","<L>124176<pc>627,1<k1>pitrarjita<k2>pitr—arjita<e>3 <s>pitr—arjita</s> ¦ <lex>mfn.</lex> acquired by or derived from a father (as property), <ls>MW.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-129,crossref_phw,135961,pramIlA,"686,2","<L>135961<pc>686,2<k1>pramIlA<k2>pra-mIlA<e>3 <s>pra-˚mIlA</s> ¦ <lex>f.</lex> (<ab>ifc.</ab> <lex type=""hwifc"">f(<s>A</s>). </lex>) <ab>id.</ab>, <ls>Naiṣ.</ls><info lex=""f:f#A""/> <LEND>",,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F08;F10;F12;F16;F17,F01;F02;F04;F08;F10;F12;F16;F17,,,F08=yes [->B] (ifc. f(A).): feminine-stem <s> display inside <lex> (mf(I/A)n. / ifc. f(A).) is genuine inflectional-form info of the headword
G5-130,root_verbal,252219,senaya,"1246,3","<L>252219<pc>1246,3<k1>senaya<k2>senaya<e>2 <s>senaya</s> ¦ <ab>Nom.</ab> <ab>P.</ab> <s>˚yati</s> &c. See <s>aBi-zeRaya</s>, <pcol>p. 71, col. 2</pcol>.<info verb=""nom"" cp=""P""/> <LEND>",,F01;F02;F05;F10;F16;F17,F01;F02;F05;F08;F10;F16;F17,F01;F02;F05;F08;F10;F16;F17,,,F08=yes [->B] 0yati Nom. present: additional <s> span(s) are genuine inflected/conjugated forms of the headword
G5-131,kernel_common,223451,Srutanizkraya,"1101,1","<L>223451<pc>1101,1<k1>Srutanizkraya<k2>Sruta—nizkraya<e>3 <s>Sruta—nizkraya</s> ¦ <lex>m.</lex> fee for instruction, <ls>Ragh.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-132,hedge_ls,177271,rAma,"877,1","<L>177271<pc>877,1<k1>rAma<k2>rAma<e>1B ¦ <ab>N.</ab> of <s1>Varuṇa</s1>, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F15;F17,F01;F10;F12;F13;F15;F17,F01;F10;F13;F15;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-133,kernel_common,51241,kukIla,"286,3","<L>51241<pc>286,3<k1>kukIla<k2>ku—kIla<e>3 <s>ku—kIla</s> ¦ <lex>m.</lex> ‘a pin or bolt of the earth’, mountain, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F17,F01;F02;F04;F10;F12;F13;F17,F01;F02;F04;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-134,kernel_common,88573,trikavedanA,"461,3","<L>88573<pc>461,3<k1>trikavedanA<k2>trika—vedanA<e>3 <s>trika—vedanA</s> ¦ <lex>f.</lex> pain in the loins, <ls>Suśr.</ls><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-135,kernel_common,256641,sparSaSabdavat,"1269,1","<L>256641<pc>1269,1<k1>sparSaSabdavat<k2>sparSa—Sabda-vat<e>3 <s>sparSa—Sabda-vat</s> ¦ <lex>mfn.</lex> palpable and audible, <ls>BhP.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-136,botanical_bio,40541,ElAkya,"234,3","<L>40541<pc>234,3<k1>ElAkya<k2>ElAkya<e>2 <s>ElAkya</s> ¦ <lex>m.</lex> a descendant of <s1>Elāka</s1> <ab>g.</ab> <s>gargA<srs/>di</s>, <ls>Pāṇ. iv, 1, 105.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,,,
G5-137,continuation,83580.5,talpa,"441,1","<L>83580.5<pc>441,1<k1>talpa<k2>ta/lpa<e>1A ¦ a wife, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F17,F01;F10;F12;F13;F17,F01;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-138,botanical_bio,145873,boDi,"734,3","<L>145873<pc>734,3<k1>boDi<k2>boDi<e>2B <s>boDi</s> ¦ <lex>m.</lex> the tree of wisdom under which perfect <ab n=""wisdom"">w˚</ab> is attained or under which a man becomes a <s1>Buddha</s1>, the sacred fig-tree, (<bot>...",,F01;F02;F04;F10;F12;F14;F17,F01;F02;F04;F10;F12;F14;F15;F17,F01;F02;F04;F10;F12;F14;F15;F17,,,F15=yes [->B] <s1>Buddha</s1> + genuinely encyclopedic content; Pass A's '<s1> without <bot>' rule wrongly excluded records that also carry <bot>
G5-139,root_verbal,133388,pratisad,"672,2","<L>133388<pc>672,2<k1>pratisad<k2>prati-sad<e>1 <s>prati-√ sad</s> ¦ <ab>P.</ab> <s>-sIdati</s> (<ls>Pāṇ. viii, 3, 66</ls>), to start back, abhor, <ls>MBh.</ls><info verb=""pre"" cp=""P"" parse=""prati+sad""/> <LEND>",,F01;F02;F05;F06;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,,,F08=yes [->B] -sIdati: additional <s> span(s) are genuine inflected/conjugated forms of the headword
G5-140,root_verbal,6142,anukxp,"31,2","<L>6142<pc>31,2<k1>anukxp<k2>anu-kxp<e>1 <s>anu-√ kxp</s> ¦ to follow in order, <ls>TS.</ls> : <div n=""vp""/><ab>Caus.</ab> <s>-kalpayati</s>, to cause to follow or imitate in order.<info verb=""pre"" cp="""" parse=""anu+kx...",,F01;F02;F05;F06;F08;F09;F10;F12;F17,F01;F02;F06;F08;F10;F12;F17,F01;F02;F06;F08;F10;F12;F17,,,"F05=no [->B] no print conjugation-class marker (cl./P./A.); Pass A fired on <info verb=>, which is F17 machine annotation per reviewer rule 3 | F09=no [->B] <div n=""vp""/> introduces the Caus./Desid./Intens. paradigm section - grammatical structure, not editorial commentary"
G5-141,botanical_bio,41092,OpavasaTika,"238,3","<L>41092<pc>238,3<k1>OpavasaTika<k2>OpavasaTika<e>1 <s>OpavasaTika</s> ¦ <lex>mfn.</lex> designed for or belonging to the <s1>Upa-vasatha</s1> (<ab>q.v.</ab>) ceremony, <ls>ĀśvŚr.</ls>; <ls>Gobh.</ls> &c.<info lex=""m:...",,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F16;F17,F01;F02;F04;F10;F12;F15;F16;F17,,,F16=yes [->B] (q.v.) after Upa-vasatha - listed F16 marker
G5-142,crossref_phw,235929,samottaratas,"1171,2","<L>235929<pc>1171,2<k1>samottaratas<k2>samottara-tas<e>1 <s>samo<srs/>ttara-tas</s> ¦ <s>samo<srs/>daka</s> &c. See <pcol>p. 1153, col. 2</pcol>.<info hui=""b""/> <LEND>",,F01;F02;F10;F16;F17,F01;F02;F10;F16;F17,F01;F02;F10;F16;F17,,,
G5-143,random_residual,216417,SAstravipratizidDa,"1069,2","<L>216417<pc>1069,2<k1>SAstravipratizidDa<k2>SAstra—vipratizidDa<e>3 <s>SAstra—vipratizidDa</s> ¦ <lex>mfn.</lex> forbidden by or contrary to the <s1 n=""Śāstra"">Ś˚</s1>, <ls>W.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,,,"F15=yes [->B] <s1 n=""Zastra"">S0</s1> proper-name marker; Pass A regex artifact on the n= attribute"
G5-144,kernel_common,264770,hriti,"1307,2","<L>264770<pc>1307,2<k1>hriti<k2>hriti<e>2 <s>hriti</s> ¦ <lex>f.</lex> = <s>hfti</s>, taking, conveying, <ls>L.</ls><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F13;F17,F01;F02;F04;F10;F12;F13;F17,F01;F02;F04;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-145,botanical_bio,110860.5,nizkfti,"562,3","<L>110860.5<pc>562,3<k1>nizkfti<k2>ni/z-kfti<e>3B <s>ni/z-˚kfti</s> ¦ <lex>m.</lex> a form of <s1>Agni</s1>, <ls>MBh.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,,,
G5-146,root_verbal,235004,samIpIkf,"1165,1","<L>235004<pc>1165,1<k1>samIpIkf<k2>samIpI—kf<e>3 <s>samIpI—√ kf</s> ¦ <ab>P.</ab> <s>-karoti</s>, to make near, bring near.<info verb=""gati"" cp=""P"" parse=""samIpI+kf""/> <LEND>",,F01;F02;F05;F06;F10;F17,F01;F02;F05;F06;F08;F10;F17,F01;F02;F05;F06;F08;F10;F17,,,F08=yes [->B] -karoti: additional <s> span(s) are genuine inflected/conjugated forms of the headword
G5-147,correction_edge,5458,anAgAmin,"27,3","<L>5458<pc>27,3<k1>anAgAmin<k2>an-AgAmin<e>2 <s>an-AgAmin</s> ¦ <lex>mfn.</lex> not coming, not arriving<info lex=""m:f:n""/><listinfo n=""rev""/> <LEND>",,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,,,
G5-148,kernel_common,51484,kuYjara,"288,1","<L>51484<pc>288,1<k1>kuYjara<k2>kuYjara<e>1 <s>kuYjara</s> ¦ <lex>m.</lex> (<ab>ifc.</ab> <lex type=""hwifc"">f(<s>A</s>). </lex>, <ls>MBh.</ls>; <ls>R.</ls>) an elephant, <ls>Mn. iii, 274</ls>; <ls>MBh.</ls> &c.<info l...",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,,,F08=yes [->B] (ifc. f(A).): feminine-stem <s> display inside <lex> (mf(I/A)n. / ifc. f(A).) is genuine inflectional-form info of the headword
G5-149,hedge_ls,169286,yajYaDara,"839,3","<L>169286<pc>839,3<k1>yajYaDara<k2>yajYa—Dara<e>3 <s>yajYa—Dara</s> ¦ <lex>m.</lex> ‘<ab n=""sacrifice"">s˚</ab>-bearer’, <ab>N.</ab> of <s1>Viṣṇu</s1>, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F15;F17,F01;F02;F04;F10;F12;F13;F15;F17,F01;F02;F04;F10;F13;F15;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
