sample_id,stratum,L,k1,pc,record_excerpt,detected_blocks,gold_blocks_A,gold_blocks_B,adjudicated_blocks,false_positive_blocks,false_negative_blocks,notes
G5-150,hedge_ls,183907,lohita,"909,1","<L>183907<pc>909,1<k1>lohita<k2>lo/hita<e>2B ¦ <bot>Dioscorea Purpurea</bot>, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F14;F17,F01;F10;F12;F13;F14;F17,F01;F10;F13;F14;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-151,botanical_bio,78420,jAgata,"416,3","<L>78420<pc>416,3<k1>jAgata<k2>jAgata<e>1 <s>jAgata</s> ¦ <lex>mfn.</lex> (<ab>g.</ab> <s>utsA<srs/>di</s>) composed in or consisting of or conforming to the <s1>Jagatī</s1> metre<info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F15;F17,F01;F02;F04;F10;F15;F17,F01;F02;F04;F10;F15;F17,,,
G5-152,correction_edge,1183,agnyupasTAna,"6,2","<L>1183<pc>6,2<k1>agnyupasTAna<k2>agny-upasTAna/<e>3 <s>agny-upasTAna/</s> ¦ <lex>n.</lex> worship of <s1>Agni</s1> at the conclusion of the <s1>Agnihotra</s1> &c., <ls>ŚBr.</ls>; <ls>MaitrS.</ls> <info n=""rev"" pc=""13...",,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,,,
G5-153,correction_edge,8967,apakazAya,"47,3","<L>8967<pc>47,3<k1>apakazAya<k2>apa-kazAya<e>1 <s>apa-kazAya</s> ¦ <lex>mfn.</lex> sinless, (<s>-tva</s>, <lex>n.</lex>), <ls>MārkP.</ls><info lex=""m:f:n""/><info n=""rev"" pc=""1313,3""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-154,correction_edge,40598,okivas,"235,1","<L>40598<pc>235,1<k1>okivas<k2>okiva/s<e>2 <s>okiva/s</s> ¦ <lex>mfn.</lex> (<ab>irr.</ab> <ab>p.p.</ab> <ab>P.</ab> of √ <s>uc</s>) accustomed to, used to, having a liking for, <ls>RV. vi, 59, 3.</ls><info n=""rev"" pc...",,F01;F02;F04;F05;F06;F10;F12;F17,F01;F02;F04;F05;F06;F10;F12;F17,F01;F02;F04;F05;F06;F10;F12;F17,,,
G5-155,crossref_phw,195887,vidyeSa,"964,3","<L>195887<pc>964,3<k1>vidyeSa<k2>vidyeSa<e>3A ¦ = <s>vidye<srs/>Svara</s> (<s>-tva</s> <lex type=""phw"">n.</lex>), <ls>Hcat.</ls>; <ls>Sarvad.</ls><info phwchild=""195887.1""/><info lex=""inh""/> <LEND>",,F01;F04;F10;F12;F16;F17,F01;F04;F10;F12;F17,F01;F04;F10;F12;F17,,,F16=no [->B] '= X' equivalence gloss is not in F16's marker set (q.v./cf./id./see); phwchild attr is F17
G5-156,random_residual,90648,darSanI,"471,1","<L>90648<pc>471,1<k1>darSanI<k2>da/rSanI<e>2B ¦ <ab>cf.</ab> <s>a-</s>, <s>su-</s>.<info lex=""inh""/> <LEND>",,F01;F09;F10;F17,F01;F10;F16;F17,F01;F10;F16;F17,,,"F09=no [->B] the whole entry is a cross-reference (cf. a-, su-) - F16, no commentary | F16=yes [->B] entry consists of 'cf. a-, su-' - pure cross-reference"
G5-157,kernel_common,170887,yaSasya,"848,2","<L>170887<pc>848,2<k1>yaSasya<k2>yaSasya^<e>2 <s>yaSasya^</s> ¦ <lex>mfn.</lex> conferring fame or renown, famous, creditable, glorious, <ls>TS.</ls> &c. &c.<info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-158,random_residual,176414,rAjapawwa,"873,2","<L>176414<pc>873,2<k1>rAjapawwa<k2>rAja—pawwa<e>3 <s>rAja—pawwa</s> ¦ <lex>m.</lex> a kind of precious stone or diamond of inferior quality (said to be brought from <s1>Virāṭa</s1>-<s1>deśa</s1> in the north-west of I...",,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F09;F10;F12;F15;F17,F01;F02;F04;F09;F10;F12;F15;F17,,,F09=yes [->B] (said to be brought from ...) hedged report - editorial commentary
G5-159,crossref_phw,128399,pfTakpada,"645,3","<L>128399<pc>645,3<k1>pfTakpada<k2>pfTak—pada<e>3 <s>pfTak—pada</s> ¦ <lex>mfn.</lex> consisting of single <ab>i.e.</ab> uncompounded words (<s>-tva</s> <lex type=""phw"">n.</lex>), <ls>Vām.</ls><info phwchild=""128399.1...",,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,"F16=no [->B] inline (-X <lex type=""phw"">) is a sub-headword display, not a cross-reference; the phw graph attr is F17"
G5-160,crossref_phw,232332.1,sapraRayam,"1148,3","<L>232332.1<pc>1148,3<k1>sapraRayam<k2>sa—praRayam<e>3C <s>sa—praRayam</s> ¦ (<s>am</s>), <lex>ind.</lex><info phwparent=""232332,sapraRaya""/><info lex=""ind""/> <LEND>",,F01;F02;F04;F10;F16;F17,F01;F02;F04;F08;F10;F17,F01;F02;F04;F08;F10;F17,,,F08=yes [->B] (<s>am</s>) adverbial-form display of the phw headword | F16=no [->B] only <info phwparent/phwchild=> machine relation present -> F17 per reviewer rule 3; no textual cross-ref marker (q.v./cf./id./See)
G5-161,hedge_ls,182000,lasaka,"899,1","<L>182000<pc>899,1<k1>lasaka<k2>lasaka<e>2 <s>lasaka</s> ¦ <lex>mfn.</lex> = <s>lAsaka</s>, <ls>L.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F13;F17,F01;F02;F04;F10;F12;F13;F17,F01;F02;F04;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-162,random_residual,235132,samuttara,"1166,1","<L>235132<pc>1166,1<k1>samuttara<k2>sam-uttara<e>1 <s>sam-uttara</s> ¦ <lex>n.</lex> = <s>uttara</s>, answer, reply, <ls>Sāh.</ls><info lex=""n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-163,continuation,147086,brahmasamBava,"740,1","<L>147086<pc>740,1<k1>brahmasamBava<k2>brahma—samBava<e>3B <s>brahma—samBava</s> ¦ <lex>m.</lex> (with <s1>Jaina</s1>s) <ab>N.</ab> of the second black <s1>Vāsudeva</s1>, <ls>L.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F13;F15;F17,F01;F02;F04;F10;F12;F13;F15;F17,F01;F02;F04;F10;F13;F15;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-164,kernel_common,60151,kzoBya,"331,3","<L>60151<pc>331,3<k1>kzoBya<k2>kzoBya<e>2 <s>kzoBya</s> ¦ <lex>mfn.</lex> to be agitated or disturbed (<ab>ifc.</ab>), <ls>Kathās. lv, 120.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-165,botanical_bio,166990,mfgANkamOli,"829,1","<L>166990<pc>829,1<k1>mfgANkamOli<k2>mfgANka—mOli<e>4 <s>mfgA<srs/>Nka—mOli</s> ¦ <lex>m.</lex> <ab>N.</ab> of <s1>Śiva</s1>, <ls>Prasannar.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,F01;F02;F04;F10;F12;F15;F17,,,
G5-166,crossref_phw,161289.1,mahokzatA,"802,2","<L>161289.1<pc>802,2<k1>mahokzatA<k2>mahokza—tA<e>4 <s>maho<srs/>kza—tA</s> ¦ <lex>f.</lex>, <ls>Ragh.</ls><info phwparent=""161289,mahokza""/><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,F16=no [->B] only <info phwparent/phwchild=> machine relation present -> F17 per reviewer rule 3; no textual cross-ref marker (q.v./cf./id./See)
G5-167,continuation,214763,SAka,"1061,3","<L>214763<pc>1061,3<k1>SAka<k2>SAka<e>1B <s>SAka</s> ¦ <lex>m.</lex> (also) a general <ab>N.</ab> for any era<info lex=""m""/> <LEND>",,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,,,
G5-168,kernel_common,260388,hatASa,"1287,3","<L>260388<pc>1287,3<k1>hatASa<k2>hatASa<e>3 <s>hatA<srs/>Sa</s> ¦ <lex>mf(<s>A</s>)n.</lex> whose hopes are destroyed, desperate, <ls>Amar.</ls><info lex=""m:f#A:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,,,F08=yes [->B] mf(<s>A</s>)n.: feminine-stem <s> display inside <lex> (mf(I/A)n. / ifc. f(A).) is genuine inflectional-form info of the headword
G5-169,crossref_phw,239779,saSleza,"1192,1","<L>239779<pc>1192,1<k1>saSleza<k2>sa—Sleza<e>3 <s>sa—Sleza</s> ¦ <lex>mfn.</lex> ambiguous, having a double meaning (<s>-tva</s> <lex type=""phw"">n.</lex>), <ls>Kāvyād.</ls><info phwchild=""239779.1""/><info lex=""m:f:n""/...",,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,"F16=no [->B] inline (-X <lex type=""phw"">) is a sub-headword display, not a cross-reference; the phw graph attr is F17"
G5-170,crossref_phw,190323,vAjapeyika,"938,1","<L>190323<pc>938,1<k1>vAjapeyika<k2>vAja—peyika<e>3 <s>vAja—peyika</s> ¦ <lex>mf(<s>I</s>)n.</lex> <ab>id.</ab>, <ls>KātyŚr.</ls>, <ab>Sch.</ab> (<ab>cf.</ab> <ls>Pāṇ. iv, 3, 68</ls>, <ab>Sch.</ab>)<info lex=""m:f#I:n""...",,F01;F02;F04;F09;F10;F12;F16;F17,F01;F02;F04;F08;F10;F12;F16;F17,F01;F02;F04;F08;F10;F12;F16;F17,,,"F08=yes [->B] mf(<s>I</s>)n.: feminine-stem <s> display inside <lex> (mf(I/A)n. / ifc. f(A).) is genuine inflectional-form info of the headword | F09=no [->B] cf. Pan. Sch. is a comparative cross-ref (F16), not commentary"
G5-171,continuation,43057,kanInaka,"248,3","<L>43057<pc>248,3<k1>kanInaka<k2>kanI/naka<e>2A ¦ (<s>kanI/naka</s>), the pupil of the eye, <ls>VS.</ls>; <ls>ŚBr.</ls>; <ls>Suśr.</ls><info lex=""inh""/> <LEND>",,F01;F10;F12;F17,F01;F02;F10;F12;F17,F01;F02;F10;F12;F17,,,F02=yes [->B] (kanI/naka) re-displays the accented headword; in continuation records the display form structurally follows the initial separator
G5-172,crossref_phw,263036.66,himavadgirisaMSraya,"1299,1","<L>263036.66<pc>1299,1<k1>himavadgirisaMSraya<k2>hima—vad-giri—saMSraya<e>4 <s>hima—˚vad-giri—saMSraya</s> ¦ <lex>m.</lex>, ‘taking refuge in the <s1 n=""Himālaya"">Him˚</s1>’, <ab>N.</ab> of <s1>Śiva</s1><info phwparen...",,F01;F02;F04;F10;F15;F16;F17,F01;F02;F04;F10;F15;F17,F01;F02;F04;F10;F15;F17,,,F16=no [->B] only <info phwparent/phwchild=> machine relation present -> F17 per reviewer rule 3; no textual cross-ref marker (q.v./cf./id./See)
G5-173,hedge_ls,205212,vfzRi,"1013,2","<L>205212<pc>1013,2<k1>vfzRi<k2>vfzRi/<e>2A ¦ angry, passionate, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F17,F01;F10;F12;F13;F17,F01;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-174,random_residual,166178,mUkita,"825,3","<L>166178<pc>825,3<k1>mUkita<k2>mUkita<e>2 <s>mUkita</s> ¦ <lex>mfn.</lex> silenced, dumb, <ls>Nalac.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-175,continuation,81989.1,taTA,"433,3","<L>81989.1<pc>433,3<k1>taTA<k2>ta/-TA<e>2A ¦ yes, so be it, so it shall be (particle of assent, agreement, or promise; generally followed by <s>iti</s>), <ls>AV. iii, 4, 5</ls>; <ls>ŚBr.</ls>; <ls>AitBr.</ls> &c. (<s>...",,F01;F10;F12;F17,F01;F10;F12;F17,F01;F10;F12;F17,,,
G5-176,correction_edge,24802,Aptavya,"142,2","<L>24802<pc>142,2<k1>Aptavya<k2>Aptavya^<e>2 <s>Aptavya^</s> ¦ <lex>mfn.</lex> to be reached, obtainable, <ls>ŚBr.</ls> <info n=""rev"" pc=""1319,3""/><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-177,crossref_phw,48557,kAraRaDvaMsin,"274,2","<L>48557<pc>274,2<k1>kAraRaDvaMsin<k2>kAraRa—DvaMsin<e>3 <s>kAraRa—DvaMsin</s> ¦ <lex>mfn.</lex> <ab>id.</ab><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F16;F17,F01;F02;F04;F10;F16;F17,F01;F02;F04;F10;F16;F17,,,
G5-178,hedge_ls,86183,tulyapAna,"451,3","<L>86183<pc>451,3<k1>tulyapAna<k2>tulya—pAna<e>3 <s>tulya—pAna</s> ¦ <lex>n.</lex> compotation, <ls>L.</ls><info lex=""n""/> <LEND>",,F01;F02;F04;F10;F13;F17,F01;F02;F04;F10;F12;F13;F17,F01;F02;F04;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-179,random_residual,163604,mAla,"813,2","<L>163604<pc>813,2<k1>mAla<k2>mAla<e>1B ¦ a forest or wood near a village, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F17,F01;F10;F12;F13;F17,F01;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-180,kernel_common,70978,caRqavftti,"383,2","<L>70978<pc>383,2<k1>caRqavftti<k2>caRqa—vftti<e>3 <s>caRqa—vftti</s> ¦ <lex>mfn.</lex> ‘of an impetuous character’, obstinate, rebellious, <ls>Viddh. iv, 18/19.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-181,continuation,138635,praharaka,"701,1","<L>138635<pc>701,1<k1>praharaka<k2>pra-haraka<e>3A ¦ a period of about 3 hours, watch, <ls>Śiś.</ls> (<ab>cf.</ab> <s>arDa-praharikA</s>). <info lex=""inh""/> <LEND>",,F01;F09;F10;F12;F17,F01;F10;F12;F16;F17,F01;F10;F12;F16;F17,,,"F09=no [->B] cf./see is a cross-reference marker (F16 per paper SS1), not editorial commentary | F16=yes [->B] (cf. <s>arDa-praharikA</s>) textual cross-reference"
G5-182,kernel_common,13375,aByAKyAna,"77,1","<L>13375<pc>77,1<k1>aByAKyAna<k2>aBy-AKyAna<e>2 <s>aBy-AKyAna</s> ¦ <lex>n.</lex> a false or groundless accusation, calumny, <ls>Buddh.</ls>; <ls>Jain.</ls><info lex=""n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-183,root_verbal,227365,saMsvf,"1122,2","<L>227365<pc>1122,2<k1>saMsvf<k2>saM-svf<e>1 <s>saM-√ svf</s> ¦ <ab>P.</ab> <s>-svarati</s>, to sound or sing together, sing with one accord, praise in chorus, <ls>RV.</ls>; <ls>ŚrS.</ls> : <div n=""vp""/><ab>Caus.</ab>...",,F01;F02;F05;F06;F08;F09;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,F01;F02;F05;F06;F08;F10;F12;F17,,,"F09=no [->B] <div n=""vp""/> introduces the Caus./Desid./Intens. paradigm section - grammatical structure, not editorial commentary"
G5-184,botanical_bio,89135,tvAzwrI,"464,1","<L>89135<pc>464,1<k1>tvAzwrI<k2>tvAzwrI<e>2B ¦ the asterism <s1>Citrā</s1>, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F15;F17,F01;F10;F12;F13;F15;F17,F01;F10;F13;F15;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-185,crossref_phw,203075,visramB,"1002,3","<L>203075<pc>1002,3<k1>visramB<k2>vi-sramB<e>1 <s>vi-√ sramB</s>, ¦ <s>vi-sramBa</s> &c. See <s>vi-√ SramB</s>, <pcol>p. 992, col. 1</pcol>.<info verb=""pre"" cp="""" parse=""vi+sramB""/> <LEND>",,F01;F02;F05;F06;F10;F16;F17,F01;F02;F06;F10;F16;F17,F01;F02;F06;F10;F16;F17,,,"F05=no [->B] pure See-reference record with no conjugation content; no print conjugation-class marker (cl./P./A.); Pass A fired on <info verb=>, which is F17 machine annotation per reviewer rule 3"
G5-186,root_verbal,197638,vipariRam,"973,3","<L>197638<pc>973,3<k1>vipariRam<k2>vi-pari-Ram<e>1 <s>vi-pari-Ram</s> ¦ (√ <s>nam</s>) <ab>Pass.</ab> <s>-Ramyate</s> to undergo change or alteration, be changed into (<ab>instr.</ab>), <ls>Pāṇ. iii, 1, 87</ls>, <ab>S...",,F01;F02;F05;F06;F08;F09;F10;F12;F17,F01;F02;F06;F08;F10;F12;F17,F01;F02;F06;F08;F10;F12;F17,,,"F05=no [->B] Pass./Caus. stem labels only, no primary class marker; no print conjugation-class marker (cl./P./A.); Pass A fired on <info verb=>, which is F17 machine annotation per reviewer rule 3 | F09=no [->B] <div n=""vp""/> introduces the Caus./Desid./Intens. paradigm section - grammatical structure, not editorial commentary"
G5-187,crossref_phw,45184,karpawin,"258,1","<L>45184<pc>258,1<k1>karpawin<k2>karpawin<e>2 <s>karpawin</s> ¦ <lex>mfn.</lex> <ab>id.</ab>, <ls>ib.</ls><info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F10;F12;F16;F17,F01;F02;F04;F10;F12;F16;F17,,,
G5-188,root_verbal,58231,kruD,"322,1","<L>58231<pc>322,1<k1>kruD<k2>kruD<h>1<e>1 <hom>1.</hom> <s>kruD</s> ¦ <ab>cl.</ab> 4. <ab>P.</ab> <s>kru/Dyati</s> (<lang>ep.</lang> rarely <ab>Ā.</ab> <s>˚te</s>, <ls>MBh. i, 5921</ls>; (see also <s>kruDyamAna</s>); ...",,F01;F02;F03;F05;F07;F08;F09;F10;F12;F17,F01;F02;F03;F05;F08;F10;F12;F16;F17,F01;F02;F03;F05;F08;F10;F12;F16;F17,,,"F07=no [->B] <lang>ep.</lang> is a register label (epic), not IE-cognate content (no <etym>/<gk>) | F09=no [->B] see-also is F16; the paradigm parentheses are grammar, not commentary | F16=yes [->B] (see also <s>kruDyamAna</s>) textual see-reference"
G5-189,continuation,56759,koSa,"314,1","<L>56759<pc>314,1<k1>koSa<k2>ko/Sa<e>1A ¦ the vulva, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F17,F01;F10;F12;F13;F17,F01;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-190,root_verbal,11818,aBipraRam,"65,3","<L>11818<pc>65,3<k1>aBipraRam<k2>aBi-pra-Ram<e>1 <s>aBi-pra-Ram</s> ¦ (√ <s>nam</s>) to bow before (<ab>dat.</ab> or <ab>acc.</ab>), <ls>MBh.</ls> &c.<info verb=""pre"" cp="""" parse=""aBi+pra+nam""/> <LEND>",,F01;F02;F05;F06;F10;F12;F17,F01;F02;F06;F10;F12;F17,F01;F02;F06;F10;F12;F17,,,"F05=no [->B] no print conjugation-class marker (cl./P./A.); Pass A fired on <info verb=>, which is F17 machine annotation per reviewer rule 3"
G5-191,continuation,97534,drapsa,"500,3","<L>97534<pc>500,3<k1>drapsa<k2>drapsa/<e>1A ¦ flag, banner, <ls n=""RV."">iv, 13, 2</ls><info lex=""inh""/> <LEND>",,F01;F10;F17,F01;F10;F12;F17,F01;F10;F12;F17,,,"F12=yes [->B] <ls n=""RV."">iv, 13, 2</ls> is a genuine RV source citation (work name in the n= attribute); Pass A's content-only check missed it"
G5-192,continuation,31955,utsava,"182,2","<L>31955<pc>182,2<k1>utsava<k2>ut-sava/<e>2A ¦ insolence, <ls>L.</ls><info lex=""inh""/> <LEND>",,F01;F10;F13;F17,F01;F10;F12;F13;F17,F01;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
G5-193,random_residual,16586,alabDa,"94,2","<L>16586<pc>94,2<k1>alabDa<k2>a-labDa<e>1 <s>a-labDa</s> ¦ <lex>mfn.</lex> unobtained.<info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,F01;F02;F04;F10;F17,,,
G5-194,root_verbal,13628,aByupAkf,"79,1","<L>13628<pc>79,1<k1>aByupAkf<k2>aBy-upA-kf<e>1 <s>aBy-upA<srs/>-</s>√ <hom>1.</hom> <s>kf</s> ¦ to prepare or make preparations (for a sacred action See <s>upA<srs/>-</s> √ <hom>1.</hom> <s>kf</s>) with reference to (...",,F01;F02;F03;F05;F06;F08;F10;F12;F17,F01;F02;F03;F06;F10;F12;F16;F17,F01;F02;F03;F06;F10;F12;F16;F17,,,"F05=no [->B] no print conjugation-class marker (cl./P./A.); Pass A fired on <info verb=>, which is F17 machine annotation per reviewer rule 3 | F08=no [->B] extra <s> spans are the segmented headword itself (aBy-upA- root kf), not additional inflected forms | F16=yes [->B] 'See upA- root 1. kf' explicit see-reference"
G5-195,continuation,256708,sprazwavya,"1269,2","<L>256708<pc>1269,2<k1>sprazwavya<k2>sprazwavya<e>2A ¦ tangible, palpable, sensible, <ls>Vajracch.</ls><info lex=""inh""/> <LEND>",,F01;F10;F12;F17,F01;F10;F12;F17,F01;F10;F12;F17,,,
G5-196,kernel_common,150854,Binnavarcas,"757,2","<L>150854<pc>757,2<k1>Binnavarcas<k2>Binna—varcas<e>3 <s>Binna—varcas</s> ¦ <lex>mfn.</lex> voiding excrement, <ls>Suśr.</ls>; <ls>Car.</ls> (also <s>˚ska</s>)<info lex=""m:f:n""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,F01;F02;F04;F08;F10;F12;F17,,,F08=yes [->B] (also <s>0ska</s>) variant stem: additional <s> span(s) are genuine inflected/conjugated forms of the headword
G5-197,kernel_common,145435,bIjapraBava,"732,3","<L>145435<pc>732,3<k1>bIjapraBava<k2>bIja—praBa/va<e>3 <s>bIja—praBa/va</s> ¦ <lex>m.</lex> the power of the seed, <ls>Mn. x, 72.</ls><info lex=""m""/> <LEND>",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-198,correction_edge,1730,aNgulisaMdeSa,"8,2","<L>1730<pc>8,2<k1>aNgulisaMdeSa<k2>aNguli—saMdeSa<e>3 <s>aNguli—saMdeSa</s> ¦ <chg type=""chg"" n=""1"" src=""mw""><old></old><new>(read <s>-saMdaMSa</s>)</new></chg> <lex>m.</lex> snapping or cracking the fingers as a sign...",,F01;F02;F04;F10;F17;F18,F01;F02;F04;F10;F17;F18,F01;F02;F04;F10;F17;F18,,,
G5-199,kernel_common,235455,samuddizwa,"1168,1","<L>235455<pc>1168,1<k1>samuddizwa<k2>sam-uddizwa<e>3 <s>sam-˚uddizwa</s> ¦ <lex>mfn.</lex> fully pointed out or declared or indicated, shown, explained, enumerated, particularized, <ls>Mn.</ls>; <ls>MBh.</ls> &c.<info...",,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,F01;F02;F04;F10;F12;F17,,,
G5-200,random_residual,87429,trapAraRqA,"457,1","<L>87429<pc>457,1<k1>trapAraRqA<k2>trapA—raRqA<e>3 <s>trapA—raRqA</s> ¦ <lex>f.</lex> a harlot, <ls>L.</ls><info lex=""f""/> <LEND>",,F01;F02;F04;F10;F13;F17,F01;F02;F04;F10;F12;F13;F17,F01;F02;F04;F10;F13;F17,,,"F12=no [->A] record's only citation is <ls>L.</ls> hedging the entry -> F13, not F12 (spec reviewer rule 4: 'other <ls> references remain F12')"
